,Tweet,Class
2784,[TCELL] Kapanis: 8.84 - StochasticRSI: 0.00 - HISSE ALIS ICIN UYGUN,neutral
2785,"BETA mağazasına gelerek içinde Turkcell VINN olan BETA ayakkabıyı yakala, eğlenirken VINNla!",neutral
2786,Superonline bizim oraya hala gelmedi; sanırım ttnet fiber almak zorunda kalacağım Çağlacım,neutral
2787,"Bugün bana Turkcell 5 tane, Polis ve YDoğuşdan 1 tane mesaj attı. Önceden sadece Turkcelldi, sevenlerim çoğalıyor lan.",neutral
2788,Bu fırsatı kaçırma genç!  via,neutral
2789,"merhaba, joker internet paketinden kalanları nasıl görebiliyorum? Tesekkurler",neutral
2790,O zaman neyapiyomusuz... Turkcell le baglan hayata diyomusuz. :))),neutral
2791,"Kademe 9,00/9,02.8,20 ye alış giriyoruz.Bazıları deli muamelesi yapıyor.8,30 a kadar veriyorlar tahtayı.Kapanış 9,00 TCELL",neutral
2792,"'in Platin Sponsorluğunda gerçekleştirilecek 7. İLTEK Günleri etkinliğine kayıt olmak için,",neutral
2793,Nikon D5000 ile bağlan hayata.. 70-300 ile uzakları yakınlaştır.. :),neutral
2794,"#bukutudanevar Canlı yayın başladı.  adresine gel, hediyeleri kazanma şansını yakala.",neutral
2795,"Sağlık,huzur,başarı..",neutral
2796,Cimbom 4 çeker işte o kadar ... !,neutral
2797,#3kelimeyle2011 Turkcell'le bağlan hayata.,neutral
2798,ist isen sana iPhone 4 s vereyim sana 2000 tl Turkcell 2500 satıyor,neutral
2799,#turkcell twitter pakedide yapsanıza kanka,neutral
2800,ooo oldu mu sımdıı anacım vodafone numaramı sıl hattımı kapattırdım.turkcel acık ondada fakuruz!:D,neutral
2801,3 bin,neutral
2802,"Radyo Kanaltürk Turkcell'den de Vodafone'dan da, Avea'dan da daha iyi çekiyor..",neutral
2803,online olarak izleme şansımız yok mu? Ya da cep telefonumuzdan? 3G hızında? :),neutral
2804,Neden iki servis var ? Turkcell Müzik ile fizy entegre olmalı mı olmamalı mı ? #dijitalmuzik,neutral
2805,"CHIP Turkcell'den bedava dakika!: Turkcell, futbol takımı gol atanlara bedava konuşma hediye ediyor! İşte fırsat...",neutral
2806,Serdar'la Bağlan Hayata :)  |aysenur ;)),neutral
2807,helal selocan bulmusun abiyi hemen teşekkür ederim.,neutral
2808,busem gökende de kalmamış napıcıgız :(( sen yarın turkcell bulsan ne güzel olur olabilir mi??,neutral
2809,iki-bin-onbir,neutral
2810,Kevser Turkcell misin seninle bi sipeşıl olarak konuşalım :D,neutral
2811,turkcell dergi isine nasladi bu arada e-dergi olarak. İdefix'te Geveze e-kitaplari satisi basladi...,neutral
2812,"Ben turkcell kullaniyorsam, niye diger operatorlerden mesaj aliyorum? Engelleme imkanim olsa keske",neutral
2813,"Olum gidiyorsun halanla beraber Turkcell'e, adam pasaportu alıyor ve bilgisayardan telefonu pasaporta işliyor bu kadar basit.",neutral
2814,"sahada kontrol ve verimliligi arttirmayi hedefliyor."" #itusektorgunleri",neutral
2815,4 dakkalik bi sarkiyi en az 30 gunde ceker diyorum ben,neutral
2816,"İlk önce ; sarımsak dedi, sonra selocan demeye başladı ? bir sonra ki ismim ne olucak acaba ? koray bey. yarın sorucam..",neutral
2817,İnternetten 20 Lira para yüklesekte sifre alabilir miyiz ?,neutral
2818,11 yıldır buradayım Turkcell'de arkadaslarım var. Hala bir sikim olamadım,neutral
2819,Bungee jumping yapmak gibidir..,neutral
2820,e su tcell reklaminda bildigin baska araba on izgara degismis amblem eskisi gibi sadece kucuk kullanimis,neutral
2821,yok o kadar da degil abartmayalim,neutral
2822,Yunus Sinem Evlilik #3kelimeyle2011,neutral
2823,burda 4 ceker kardesim:D,neutral
2824,turkcell finansal tablolarını analiz edip sunum hazırlıyoruz ;),neutral
2825,gold paketlere yönelik ayrıca bir kampanya olucakmı peki ?,neutral
2826,"Sen vodafone gibi Her Ani yasarken... Ben Seni Türkcell gibi her yerde çekemem. şimdi gel Ayrılalim desem.Avea gibi ""OH BE"" Diyeceksin...:D",neutral
2827,"adsl diyorum, twitter üzerinden superonline sana yönlendirdim diyorum:)",neutral
2828,ayyyyyyyyyyyyyyyyyyyy &lt;3,neutral
2829,"""Hayat Paylaşınca Güzel"" mahkemelik oldu :) Meğer şarkı paylaşınca güzel değilmiş.",neutral
2830,çok üzülüyorum sana bir bilsen sana özel iyi geceler mesajı atıcam-Turkcell,neutral
2831,aynı anda iki kisi yazdı sanada soruyuumm acıkmıdır turkcell ? :D,neutral
2832,#YeniYilKararlarim bumesajı RTyapan tüm turkcell kullanıcılarına masaustu takvimi bizden...#benimutlueden #2012hayallerim,neutral
2833,"haklıymışsın, telefonun içini dışına çıkarttım çalıştı.))) sorun makinede sanırım..sorry Turkcell o zaman...",neutral
2834,anneem turkcell.de takılıyorum da yeni gördüm mesajı :D bu arada neler oluyor tiyatrodaa :D,neutral
2835,gerçi turkcell bu defteri haziranda kapatmış.,neutral
2836,turkcell ve digiturk :D,neutral
2837,"En ucuz iPhone 4S'i kim satıyor? Turkcell, Vodafone ve Aveanın iPhone yarışı yarın başlıyor",neutral
2838,Pahalıymış Ama Kaliteliymiş reklamda diyor ama yapacak bi sey yok.. Turkcell !!,neutral
2839,internet festivalinden satın almış oldugum 250 mb lik internet paketim yenilenince yine 5 tl mi ödüyeceğim yoksa 17 TL mi ?,neutral
2840,bugünki kadar üzülmemistim ben daha:( türkcell konserinin sayfasi Almanyaya resmen kapaliydi!!! :(((((tekrari varmi konserin?,neutral
2841,int.paketim bitti. 'den sinirsiz internet istiyoruz ! :),neutral
2842,nee van turkcell,neutral
2843,"sorgulamada farkettim, 1 saat 10 dk konuştuğum çağrı merkezi çalışanı da bu bildirimin eksik yapılmış olduğunu teyit etti",neutral
2844,"Müşteri temsilcisi çok önemli. İyi maaş verip, çok akıllı insanlar barındırmalı.   ve bir çok şirket....",neutral
2845,Dur bi mesaj atayim da heyecanlansin -Turkcell,neutral
2846,Meraklaa beklediqinz mesajda titreyerk acmaya bekldnZ msji sevqilnzden qeldini dusnup acmzsnz ve sonnda cesaretle acrsinz TURKCELL :D,neutral
2847,Saat 11.11 Turkcell beni düşünüyor.,neutral
2848,Mobil imza için beni ararmısınız Turkcell... Sisteminizde kayıtlıyımdır herhalde... :)),neutral
2849,I phone umdaki teknik arizaya 2 farkli bakis.Taxim turkcell:yeniden yukleme yap.olacagida garanti degil.kanyon; verin 2 saatte halledelim,neutral
2850,Burcak bebisim 1$lik şey  için kredi kartı numarası istiyor direkt Turkcell faturaya nakledemiyorum sen duşun :(,neutral
2851,Sabah sabah teknoloji ozurlulugum tuttu turkcell time gittim tim kapali kopyalar telefonda hayatim film seridi gibi gecti korkudan.,neutral
2852,"Benı yalnız bırakmayalan sevgılılerıme ( turkcell, ıs bankası, us polo, sans, genc tarıfe) sızde olmasanız arayan soran yok",neutral
2853,Kucukken tv kumandali saatlerdi okulda bize statu kazandiran. ( yasin turkcell iphone kuyrugundan bildirdi),neutral
2854,Erol Büyükburc un vada reklamında giydiği döpiyesi daha önce Turkcel reklamında giymemiş miydi?Yada bi filmde?Yada bi progrmda yada herzaman,neutral
2855,Blackberry sahipler turkcell kampanyasi oncesi blackberry sahiperi ve turkcell kampanyasi sonrasi blackberry sahipleri diye ikiye ayrilir,neutral
2856,4 mevsimm her koşulda 4 çeker  PIRELLI   :))))),neutral
2857,rehbere baktim olanlar portin yapmis turkcell kullanicisi olmuslar mavideki calisanlara sordum turkcell kullaniyorlar.,neutral
2858,"adresini yazdığımda sayfa açılmıyor. internet bağlantım süperonline, modem markası ise Tılgın. Modem ile ilgili bir ayar",neutral
2859,daha ben gecemedım nasıl yapıyoruz?,neutral
2860,"""Şubat ayı kaç yılda bir 29 çeker?"" sorusuna ""1 yılda"" ya da ""4 ayda"" diye cevap veren süper zekaları da kutluyorum",neutral
2861,İleri Duzey Proje Yonetimi Egitimi ( Turkcell Superonline Chicago Toplanti Odasi),neutral
2862,100 milyon,neutral
2863,"İphone 4s'inizi kapiniza kadar getiriyoruz ""tükenmeden alabilirsiniz. diyor Turkcell. SMS geldi.Ben ""tükenmeden"" durulmayacak ortam, anladim",neutral
2864,küçük küçük bağışlar büyük umutlar turkcell 1234 vodafone avea 2345'e 'CGD' yaz yolla  diye okulumuza bi tuğlada sen koy :))),neutral
2865,Liseli Turkcell,neutral
2866,Nasil oldugunu bilmem ama bu her yerde olan daimi bir olaysa bence  olaya el atmali.,neutral
2867,o dediğin bu tarife olmasın? bunda sdce konuşma var:/,neutral
2868,internet bilgisayar kullanımına hakim iş disiplinine sahip arkadaşlar aranmaktadır    #simdikiaklimla,neutral
2869,1 haftadan beri turkcell mesaj atmıodu kesin baskası var dıodum en sonunda attı hıh ;P cevap atmayacagım evt melis oynattı en sonunda :D,neutral
2870,ozamn ben bgun profilo aliswers mrkzinde yatimm:)) yagmurda basladiki 4 saat ceker benim ora:)),neutral
2871,#WePromote RT Turkcell 4 Çeker ! - Orda Durumlar Nasıl Sertap ? ¦ + Tecavüze Uğradım hakan ama Olsunn .. Hayat P...,neutral
2872,&lt;3,neutral
2873,Bu bi akım halinde geliyor sanırım önce Turkcell şimdi Vodafone. Kim var abi bu işlerin arkasında ? Sen bilirsin :),neutral
2874,turkcell rom'lu alsam rom'u degistirebilirim degil mi?,neutral
2875,den gelen mesaj : Bunu 25 kisiye yolayin. Okul tatil olsun. Turkcell Umur Holding kazansin. Sonuc : yerdimmm ahahhhhaha :D,neutral
2876,seyahatperest:)),neutral
2877,"#ekonomi Turkcell Genel Müdürü Süreyya Ciliv, 7 milyarlık dünya nüfusunun 6 milyarında cep telefonu olduğunu, ay...",neutral
2878,platinum uyesiyim ve bugun dogumgunum!? hani benim divan pastam???,neutral
2879,"""Hayat paylaşınca güzel.."" -Turkcell-, ""PaylashmadaN oNce beqeN xdxd"" -Bir ergen-",neutral
2880,Nivyorklu Selocan nerdeki acep?,neutral
2881,Türkcell olsa mesaj atcan sanki.Sen türkcellsinde noluyo 1 senedir smsin yok lan !,neutral
2882,geriye çeker şimdi bu takımı sallar geçeriz 4 tane :D,neutral
2883,Öntaleplertoplanıyor.Kimler iPhone 4S 16 Aralık'ta kapısınakadar gelsin istiyor bakalım,neutral
2884,"Avea , Turkcell'i boşver de, Vodafone'u bile karşına aliyorsun. 1 dünya devi. Helal! Arlandayız!!!",neutral
2885,türkcell biliyor sadece....:)),neutral
2886,Sayn selocan ne yaptın sen ya:(sorulurmuydu o sorular bize:(,neutral
2887,note kullanmayanın oyu makbul değildir,neutral
2888,"Süreyya Ciliv'le 21.02.2011 günü Turkcell irketinin Beyoğlu ilçesindeki binasında görütüğü, yapılan iletiim",neutral
2889,selocan yazısını okuyunca üstüme alındım bi an ama sonradan amca kelimesi gerçeği anlamamı sağladı :D,neutral
2890,tabi ki. hayat paylaşınca güzel. bilhassa komiklikleri.,neutral
2891,"Nasil ki Turkcell'e cevap yazamiyosak, boyle eski sevgililere de yazamamak gibi bi' uygulama olsa, hataya dusmesek, hayat bayram olsa falan.",neutral
2892,"Bir kiza turkcell, avea ve vodafn'un tüm konusma surelerini versen anlatacaklari yine bitmiyo yemin ediyorum. Kendimden biliyorum iste.",neutral
2893,hayir iste turkiyede yoktu turkcell fln getirmedi ayfon 3unde bi dusugu ilk cikn ayfon :D bzim evde 5tane var zamaninda almistk,neutral
2894,"beni bi arasaniza. Guzel fikirlerim var. Hadi kapat artik cok yazdi. Optum, baybay.",neutral
2895,[TCELL] Kapanis: 8.98 - StochasticRSI: 0.44 - Hedef Alim Seviyesi : 8.74 - Hedef Satis Seviyesi: 9.36,neutral
2896,bak ikinci öneri supermis. turkcell li degilim birinci yatar,neutral
2897,been diyorum turkcell e kedi atalım diyee,neutral
2898,:S,neutral
2899,"istanbuldayken telefonumun ana ekranında vs ""TR TURKCELL"" yazarken izmitte sadece ""TURKCELL"" yazıyor. izmit gavur mu lan?!",neutral
2900,her ay bedava 1000 dakika her yöne vermezseniz fotoşop yapar selocanı kaybederim. 24 saatiniz var.,neutral
2901,oha oha bi' arkadaşım gnctrkcll şifren var mı diye sordu yuh amk küçükken vardı o mc donalds'tan 1+1 ucuz menü yiyoduk,neutral
2902,Blackberry Curve 9360 Turkcell'de.. Kontratla ilgili bir bilgi bulamadim..,neutral
2903,"Patrona hayat paylaşınca güzel dedim,boşuna hayal kurma rolls royce'un vergisini bile ödeyemezsin dedi, taam dedim..:(",neutral
2904,Selocan in disi halinin adi selocanan mis.,neutral
2905,"bahcelievlerin her yani oyle. Gul sokak da oyleydi, yayla da oyle...",neutral
2906,"#3kelimeyle2011 enbuyuk ask, sagLlk,en cok egLence (:",neutral
2907,başka turkcell numarası yok ki çevremde :),neutral
2908,turkcell'ın son reklamları vardı ya askım cıgerım vb :D,neutral
2909,"hayır bilgim yok, bende Turkcell internet üzerinden bağlanınca da yazıyor.",neutral
2910,Bu anlamlı günde Sherlock'a gidilirdi zaten. Hatta bûtün seanslar Turkcell'in kampanyasından dolayı dolmadı. #Happy39thDavidJudeLaw,neutral
2911,#borusan turkcell'de reklamında esmer bir kadın oynatmak istemeyebilir.ben eşdeğer buluyorum. acaba ayrımcılığı yapan türban savunucular mı?,neutral
2912,ya ooof ne biliyim iste turkcell degil istee :D,neutral
2913,takim gol atamiyor ki izleyelim,neutral
2914,Turkiyede gunde ortalama 60 milyon sms atildigini dusunnursek yaklasik 250 milyon mms atilmistir,neutral
2915,"2011 icin en cok reklam veren listede ilk 6 da telekom olmayan tek sirket Ulker, muhtesem 5'li TT,Vodafone,Avea,Tcell ve TTNet ...",neutral
2916,hahahah :)) selocan sunu aklindan cikaramayisina inanamiyorum :)),neutral
2917,evet,neutral
2918,Selocan olalım mı?,neutral
2919,seheryeli1 ben,neutral
2920,"Beni çaldırıp kapatan bi özel ders hocam bile var turkcell olsa odemeli atcak, kontor istegi falan yollıcak heralde. tüm manyaklar bende.",neutral
2921,ya sorma gündüz burda akşamda çekimdeyiz Turkcell binasında.  bitmiş durumdayım 2 haftadır. ocak gelsin.,neutral
2922,En komigi de Avea reklamlarina cikip Turkcell operator kullanan bir unlu olurdu,neutral
2923,KENAN AYDIN'ın Hemen ardından TURKCELL TEKNOLOJİ YAZILIM MÜHENDİSİ YAKUP TARIK KRANDA Bilfest Katılımcılarıyla bir söyleşi yapacak.,neutral
2924,"Charlene Li, Turkcell Pazarlama Konferansında Konuştu: Ünlü sosyal medya uzmanı ve yazar Charlen Li, bugün Conr...",neutral
2925,Lutfullahhh   turkcell in reklamlarinda donen samsung un  galaxy note u bizim almak isteyipte hala alamadigimiz modeli mi yoksa???,neutral
2926,' nın babasını turkcell konusunda ıkna etme cabası ıcınde karanlık kuyularda :D   ve ve ve buketı yataga attım D:D:,neutral
2927,#unutamiyorum aaa bi de doruknet turknet superonline ixir fln paketler bittiiinde 146 dan baglanirdik ne bedeller odedik yaa vay vay vayy :P,neutral
2928,"Bugun Kocaeli Universitesinde 5.Raket sporlari sempozyumunda Tenisin markasamasi, Marsel Ilhan ve Turkcell in rolu adli panele katildik...",neutral
2929,POİNT BLANK WALL HACK SATILIR 10.000 NG VEYA TELEFONLA 10 TLDİR. TURKCELL VEYA AVEA MOBİL ÖDEME...,neutral
2930,Kafa boslugu tv ideolejisi islamcilik su ayari 61 donemi modernlik vurgu turkcell sanirim butun dersler birbirine girdi hata veriyor artik,neutral
2931,Mc donald's ajda pekkanı Turkcell'ın yalını bızı oldurdu yeter artık tum albumlerı ezberledık :),neutral
2932,Depresyondayım unutuldum aldatıldım -Turkcell.,neutral
2933,Sen vodofon gibi her anı yaşıyorsun Ama ben turkcell gibi seni her yerde çekemem.,neutral
2934,yaa turkcell 30 dk bedava vermisti bi ariyim dedim ama konusamadik nasil oldu anlamadim.,neutral
2935,"okunmamis uc yeni mesajin ucunun de Turkcell'e ait olmasi, bknz. yalnizim dostlarim",neutral
2936,uzantılı mail adresime gmail hesabımı nasıl bağlayabilirim?,neutral
2937,evet fatih delirdiğinin kanıtı bu dıtt dıttt dırıt dıttt olsa gerek :D Turkcel bunun için sana para mı ödedi yoksa :D,neutral
2938,internet faturalarını ödemem lazım artık. smile tetikçi tutacak yakında. turkcell de sırada. O.O,neutral
2939,bunu turkcell de komusalim :-),neutral
2940,iPhone 4Si Hangi Operatörden Almalı?: Turkcellin ardından diğer operatörlerimiz de Appleın yeni iPhoneu için...,neutral
2941,tüm tarayıcılarla denedim bağlanamadım tahmin süresi biter bitmez bağlan twetgönderebildim engellediler,neutral
2942,2 yillugina baglandim turkcell'e. Sagolsun her gun mesaj atiyo ama beni boslamiyo,neutral
2943,"Ufuk Hanim,Merhaba:)Turkcell Kurumsal Hizmetler'le ilgili sorun çözüldü mü? Merak ettim dogrusu..Sevgiler;)",neutral
2944,hahaha cümle arasına turkcell yaz belki bir pano asarlar :)),neutral
2945,sarkozy'ye de yılbaşı hediyem adam gibi turkcell faturalı hat. kimaramıştan mesaj gelecek ARAMAYA GERİ DÖNMEYEN ŞEREFSİZ.,neutral
2946,+Sertap kocan seni aldatıyomuş! -Hayat paylaşınca güzel lalala lala +Hatta bi de çocuk yapmışlar! -Paylaşıp çoğalınca güzel lalala lala :),neutral
2947,"Mobil Ödeme  Avea ve Turkcell hatlarınla  hesabına para transferi yap, kazanmanın keyfini çıkar!",neutral
2948,abla türkcell değil turkcell,neutral
2949,"İnsanları ayırmayın. O gay, bu dinci, öteki turkcelli, niye avealı değil diye. Herkesten toptan nefret edin. Konuyu kapatın.",neutral
2950,"aslında eskiden sadece turkcell var iken, bedava mesaj falan yok iken biz azıcık konturle sadece çaldırarark yetiniyorduk....",neutral
2951,..Bugün de mesaj atmadın.. kesin başka biri var  ..,neutral
2952,turkcell saldirgan degil. Duygusal giriyo. Fasulye ne?,neutral
2953,detay istiyorum. Kac gb'lık bu paket? Bir de konuşma ve mesaj dahil paketler henüz açıklanmadı mı?,neutral
2954,#3kelimeyle2011 turkcell banapiyano alırmısınlütfen?,neutral
2955,İşte insanın şuan yavşamak için can attıkları eski eski eski sevgilisi mesaj atar sen cevap veremezsin çünkü oçun hatta turkcell değildir.,neutral
2956,hahaha yeni farkettim ben onu=))))plnekmn facei gnctrkcll gibi=))))),neutral
2957,dergiyi Turkcell dergilik veya digimecmua'ya da verseniz olmaz mı? Online iPad'den de okunsa:) ne düşünüyorsunuz ?,neutral
2958,O zamanlar çok mutluymusum demek ki o çok dalga geçtiğim nerdeyse 1 aydır yayında olan turkcell reklamı gözlerimi doldurdu.. Şaka mi!,neutral
2959,1 milyon ?,neutral
2960,Birtek DM kutusunu yenıleyemıdeler #Turkcell :)),neutral
2961,oha aynı mindshare turkcell team :),neutral
2962,takip edilesi kişilerden... #ff,neutral
2963,"Turkcell ""kim aramış"" diye göstereceğine ""kimler aramak istemiş"" diye gösterseydi herşey bambaşka olabilirdi.",neutral
2964,yok ya ciddiyim.. Yazılım ve yarı bloke panel donanımı  altyapısı ile bana ait...,neutral
2965,turkcell i ara söylüyorlar =),neutral
2966,"#3kelimeyle2011 Saglik,saglik,saglik..",neutral
2967,Sana alıcağım gecikmeli yeni yıl hediyesi turkcell hat olucak lan iletişimsizlik nereye kadaar,neutral
2968,Eskiden turkcell dıye geliyordu aramalar kurumsallara daha sonra hepsine 532 le geliyor.Korkma yabancı degıl olsa gerek :))),neutral
